id,title,year,concepts,referenced_works,primary_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1848725895,Systems of Innovation,2013,['Business'],[],Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2166184809,Internal Labor Markets and Manpower Analysis,2020,"['Labour economics', 'Business', 'Economics']",[],Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2023071763,Customer Engagement: Exploring Customer Relationships Beyond Purchase,2012,"['Customer engagement', 'Business', 'Scope (computer science)', 'Marketing', 'Relationship marketing', 'Loyalty business model', 'Customer retention', 'Value (mathematics)', 'Customer intelligence', 'Customer advocacy', 'Cognitive dimensions of notations', 'Loyalty', 'Word of mouth', 'Customer to customer', 'Psychology', 'Cognition', 'Marketing management', 'Service (business)', 'Social media', 'Service quality', 'Computer science', 'Neuroscience', 'Programming language', 'Machine learning', 'World Wide Web']","['W2078831478', 'W2170902036', 'W2044776966', 'W2024990688', 'W2124761614', 'W2018713904', 'W1987356147', 'W2094260684', 'W2113717756', 'W2059918681', 'W2165713436', 'W2993168421', 'W2013372156', 'W1973264429', 'W2022472141', 'W2070054856', 'W4248475065', 'W1973774762', 'W2169570446', 'W2170430750', 'W2129304523', 'W2085401746', 'W169520271', 'W2078106468', 'W2116774734', 'W2061406679', 'W2060314889', 'W2132199097', 'W2111883617', 'W2115379661', 'W2093713031', 'W2115340043', 'W2058997764', 'W4213284804', 'W1990363367', 'W2105723039', 'W2117356399', 'W2137247419', 'W4211068185', 'W2159981385', 'W2098525819', 'W1965574139', 'W2021301441', 'W2502088893', 'W6680855464', 'W2093505263', 'W2051442808', 'W2017810464', 'W2105538889', 'W1989763926', 'W2075338797', 'W2132663861', 'W2109642229', 'W2024924955', 'W2092480618', 'W3124507438', 'W2135526934', 'W2126840412', 'W2123087429', 'W2134104271', 'W2035649396', 'W2079327112', 'W1997960996', 'W2099342631', 'W2138083404', 'W584649233', 'W2159775516', 'W2094439750', 'W2415423465', 'W2130367358', 'W2973112306', 'W2116308420', 'W288850694', 'W1971472674', 'W1995852456', 'W572292314', 'W603003166', 'W4285719527', 'W2902225836', 'W1617165864', 'W3198965247', 'W1998583559', 'W2040993216', 'W263780676']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2891146712,Challenges for commercializing perovskite solar cells,2018,"['Commercialization', 'Photovoltaic system', 'Perovskite (structure)', 'Nanotechnology', 'Biochemical engineering', 'Computer science', 'Photovoltaics', 'Degradation (telecommunications)', 'Materials science', 'Engineering physics', 'Business', 'Engineering', 'Telecommunications', 'Electrical engineering', 'Chemical engineering', 'Marketing']","['W1999717631', 'W2129970907', 'W2169328609', 'W2011472471', 'W2075511306', 'W1964123926', 'W2748164359', 'W2583396742', 'W2549518562', 'W2705902370', 'W2543638798', 'W2395956896', 'W2811284615', 'W2076723780', 'W2067910821', 'W2588813628', 'W2137901878', 'W2512549170', 'W2769254440', 'W2029637177', 'W2234073406', 'W2114118829', 'W1629273100', 'W2134842546', 'W2102961544', 'W2105143151', 'W1970810735', 'W2045513766', 'W1927627425', 'W2602045627', 'W1976858889', 'W2469952261', 'W2611589788', 'W2794301829', 'W2729523528', 'W2753605999', 'W2082464615', 'W2766380244', 'W2523613879', 'W2768541563', 'W2614175205', 'W2762939643', 'W2054373279', 'W2005267817', 'W2802724848', 'W1506963095', 'W2779178825', 'W2206784480', 'W2527042386', 'W2585320691', 'W2784527440', 'W2766026115', 'W2570097568', 'W2598052878', 'W2225539228', 'W2321732853', 'W1543655293', 'W2300268159', 'W2398920238', 'W2760381023', 'W2076208415', 'W2520663843', 'W2471523094', 'W2621222172', 'W2229814172', 'W2474894284', 'W2270683730', 'W2614685075', 'W1991889838', 'W2744368389', 'W2116027828', 'W2596563240', 'W2183465325', 'W2478184717', 'W2323356740', 'W2185508523', 'W2790131079', 'W2760304410', 'W2802461893', 'W2524141716', 'W1553661931', 'W2536873010', 'W2126164548', 'W2592388375', 'W2398335655', 'W1895069635', 'W2553421097', 'W2582151580', 'W1900060532', 'W2588561239', 'W2264939720', 'W2793346381', 'W2771634839', 'W2120011710']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2190990375,Predicting green product consumption using theory of planned behavior and reasoned action,2015,"['Theory of planned behavior', 'Theory of reasoned action', 'Structural equation modeling', 'Confirmatory factor analysis', 'Psychology', 'Sustainable consumption', 'Context (archaeology)', 'Consumer behaviour', 'Marketing', 'Consumption (sociology)', 'Empirical research', 'Predictability', 'Social psychology', 'Business', 'Sustainability', 'Control (management)', 'Economics', 'Mathematics', 'Sociology', 'Statistics', 'Ecology', 'Social science', 'Biology', 'Paleontology', 'Management']","['W6631183451', 'W6758966324', 'W2099697766', 'W2088135512', 'W1981018178', 'W2035521257', 'W2003351527', 'W2152647430', 'W2152095411', 'W2082875669', 'W1522770571', 'W2122912498', 'W2058599614', 'W1528513131', 'W2081795256', 'W2040611319', 'W1987386426', 'W1990488717', 'W2067570878', 'W2124235270', 'W2033324404', 'W6891973733', 'W6606810927', 'W6648284483', 'W2163655835', 'W2087246389', 'W1482244801', 'W6723471451', 'W2036204478', 'W2034057221', 'W2133188124', 'W1578557252', 'W2144175831', 'W2003872790', 'W1558622135', 'W1996346045', 'W2023384522', 'W2156321944', 'W1561962800', 'W6690344832', 'W7042675494', 'W1987258130', 'W1981573740', 'W2088902070', 'W2001625162', 'W2016292317', 'W2089119049', 'W1999155187', 'W2060867114', 'W2011577218', 'W2012856092', 'W1968552231', 'W2061872507', 'W1970339761', 'W1979198444', 'W2034675712', 'W2146134048', 'W2005092827', 'W2094904783', 'W2138972901', 'W3113068549', 'W2105572499', 'W2143995711', 'W2145873086', 'W2036460777', 'W2068848389', 'W2029022057', 'W2131553793', 'W2128008370', 'W6635021154', 'W2328797539', 'W2159677632', 'W6633449166', 'W2183928502', 'W2144500125', 'W2055949247', 'W1994760139', 'W4255827324', 'W1571968130', 'W2131639346', 'W2098362615', 'W2170376823', 'W2019323530', 'W1537883825', 'W2067240146', 'W2019830808', 'W1601195269', 'W4238232307', 'W2082074720', 'W2066479054', 'W2073506635', 'W1974874523', 'W2161432101', 'W175913454', 'W3124748670', 'W6632219421', 'W2106096361', 'W2001085272', 'W2072919340', 'W2058512742', 'W2163327127', 'W1974928328', 'W1998194115', 'W1971904072', 'W2115716271', 'W2170272441', 'W2335204083', 'W7009055055', 'W1619075015', 'W2029312248', 'W2129627099', 'W2328811047', 'W2565779538', 'W2076218201', 'W2050345543', 'W2030667337', 'W2152351415', 'W2167168658', 'W2062462937', 'W2332550720', 'W2090312667', 'W1992541258', 'W2048650060', 'W2088884713', 'W2240718317', 'W2015330838', 'W2491828785', 'W2582397838', 'W171375216', 'W3121701596', 'W2036389121', 'W3147181238', 'W166632354', 'W3183875433', 'W2002824482', 'W4233538900', 'W4253896747', 'W1816720378', 'W1820801730', 'W2102376021', 'W2118338381', 'W1491644571', 'W2913945460', 'W2917567078', 'W2895189975', 'W1665332082', 'W4299927410', 'W1578886703', 'W1558329467', 'W1992193527', 'W1499170180', 'W4233350173', 'W165825533', 'W3015634246', 'W2963729720', 'W1587610293', 'W1536653304', 'W2011744324', 'W1497843627', 'W4255743073', 'W1517229207', 'W2607657495', 'W2040054423']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1950669244,The Risk Perception Paradox—Implications for Governance and Communication of Natural Hazards,2012,"['Risk perception', 'Preparedness', 'Perception', 'Risk governance', 'Natural hazard', 'Hazard', 'Risk management', 'Social psychology', 'Psychology', 'Risk assessment', 'Corporate governance', 'Business', 'Public relations', 'Political science', 'Geography', 'Computer security', 'Computer science', 'Meteorology', 'Chemistry', 'Organic chemistry', 'Law', 'Finance', 'Neuroscience']","['W2091069417', 'W6693505666', 'W4253641701', 'W2053629598', 'W1521431950', 'W2090006146', 'W2488125289', 'W2116266505', 'W2131541399', 'W2131326268', 'W2139452699', 'W2044419838', 'W2023961918', 'W2131290473', 'W2481862705', 'W2118439907', 'W2160158394', 'W2098194589', 'W2016410414', 'W1999560460', 'W1987258794', 'W1895149355', 'W1972859821', 'W2130821598', 'W1542640105', 'W2030489276', 'W2014907015', 'W1977954566', 'W1965501868', 'W2063041241', 'W2063184211', 'W2027990744', 'W2118317992', 'W2095823787', 'W1998452844', 'W1898736966', 'W1511081031', 'W2141918002', 'W2101516968', 'W2158700064', 'W2122938746', 'W1631773785', 'W4238840560', 'W1988357238', 'W2105476295', 'W1969615985', 'W2075762322', 'W1971586930', 'W2018631177', 'W2121531464', 'W1932065934', 'W564598126', 'W2111486670', 'W2152943577', 'W2102739998', 'W1993739003', 'W2055571263', 'W2131374929', 'W2103126735', 'W2078778096', 'W2121205427', 'W2080857659', 'W2153473722', 'W2087444761', 'W2322613544', 'W4230844512', 'W4254195438', 'W4302384215', 'W2032398986', 'W1573971219', 'W4285719527', 'W2253786710', 'W1524822959', 'W2306140160', 'W1706694436', 'W2269288143']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2487200295,Critical analysis of Big Data challenges and analytical methods,2016,"['Extant taxon', 'Big data', 'Process (computing)', 'Software deployment', 'Data science', 'Principal (computer security)', 'Revenue', 'Knowledge management', 'Analytics', 'Business', 'Computer science', 'Management science', 'Engineering', 'Data mining', 'Accounting', 'Evolutionary biology', 'Biology', 'Operating system']","['W2042604625', 'W2005741666', 'W6644667417', 'W2160327429', 'W2182617692', 'W2159588611', 'W2201552785', 'W2035282278', 'W2004367952', 'W6620628195', 'W1924115949', 'W2028618347', 'W1500693574', 'W2124808847', 'W6630579473', 'W2109574129', 'W2035835764', 'W2141975087', 'W2078965963', 'W2159128662', 'W2006722299', 'W1968230094', 'W6662557245', 'W2060437593', 'W2093056421', 'W6684902060', 'W6674775026', 'W2276385078', 'W2261525379', 'W2087936817', 'W6658274572', 'W6681013973', 'W6686196322', 'W2149140091', 'W2092121643', 'W2096425259', 'W2000778122', 'W2045275492', 'W2076684951', 'W2059023063', 'W2016710429', 'W6678744809', 'W2153301688', 'W1512978391', 'W2131307433', 'W3124869777', 'W2060791232', 'W6681927891', 'W2165093166', 'W2159397589', 'W6686635970', 'W1970483086', 'W2145272056', 'W2027090774', 'W2041200639', 'W2416848540', 'W6678024982', 'W2037072846', 'W2032229569', 'W2128698837', 'W2142825844', 'W3021716134', 'W2407961458', 'W6657393205', 'W2066199526', 'W1524046655', 'W6685133206', 'W1578122567', 'W2131635820', 'W6663840278', 'W2047914690', 'W2046173508', 'W2113283371', 'W2064550388', 'W6770853795', 'W3125505924', 'W1779680771', 'W2117744296', 'W3121177474', 'W2302800291', 'W806991377', 'W6605681388', 'W6647387236', 'W2089961246', 'W6630554530', 'W2180880586', 'W2009006535', 'W1994252348', 'W2597455597', 'W2142151675', 'W2485487791', 'W141003294', 'W2047507037', 'W2182506759', 'W2734733109', 'W4240125825', 'W2166445532', 'W1989011870', 'W2171712415', 'W2030792561', 'W2186765304', 'W2169273389', 'W2038337218', 'W2027510714', 'W1565079230', 'W2119951809', 'W2408039809', 'W1511346087', 'W1977030195', 'W2285144687', 'W139852187', 'W2150593375', 'W605135440', 'W56723094', 'W3217265727', 'W2125800352', 'W1527356121', 'W2128476487', 'W2005563483', 'W1990252038', 'W2993665848', 'W4232523505', 'W2061529694', 'W2125138345', 'W88482087', 'W4210992763', 'W4285719527', 'W2054632425', 'W1512387364', 'W12486330', 'W2095966632', 'W2401703738']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2551675031,Ecosystem as Structure,2016,"['Construct (python library)', 'Coopetition', 'Ecosystem', 'Business ecosystem', 'Business', 'Environmental resource management', 'Knowledge management', 'Computer science', 'Ecology', 'Economics', 'Game theory', 'Microeconomics', 'Programming language', 'Biology']","['W3124269743', 'W1851730431', 'W4246413835', 'W2108767715', 'W4388169926', 'W2109412263', 'W2015930340', 'W3121700958', 'W4246477977', 'W2108929577', 'W2028926163', 'W2152359509', 'W2509727780', 'W3123311994', 'W3121606624', 'W2098094058', 'W2529388072', 'W2608822558', 'W3122210807', 'W2478730288', 'W2102704527', 'W2164314939', 'W1973459906', 'W849235772', 'W3125571233', 'W2140956556', 'W2136071264', 'W2396971203', 'W1533033956', 'W2797345588', 'W4229502521', 'W1855283887', 'W2137358449', 'W2132081716', 'W642559715', 'W2951112740', 'W1566241536', 'W1183477358', 'W2780796697', 'W1982218054', 'W2142257426', 'W123313771', 'W1973308529', 'W4301066124', 'W2582576045', 'W2154700690', 'W4375849300', 'W1562620462', 'W1548710203', 'W2081688945', 'W3124201178', 'W2082298179', 'W2313186992', 'W3149395617', 'W254669395', 'W4297081765', 'W387978149', 'W135979475', 'W1004584821']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3013308762,Economic Effects of Coronavirus Outbreak (COVID-19) on the World Economy,2020,"['Spillover effect', 'Coronavirus disease 2019 (COVID-19)', 'Tourism', 'Gross domestic product', 'Economics', 'Real gross domestic product', 'Economic recovery', 'Financial crisis', 'Economic impact analysis', 'Development economics', 'Outbreak', 'International economics', 'Business', 'Monetary economics', 'Geography', 'Economic growth', 'Macroeconomics', 'Disease', 'Pathology', 'Microeconomics', 'Biology', 'Medicine', 'Infectious disease (medical specialty)', 'Archaeology', 'Virology']","['W4242242818', 'W4241296958', 'W2141592294', 'W2789154607', 'W2970522669', 'W2105148444', 'W7038163564', 'W2337861136', 'W2956078853', 'W2162619581', 'W2896809419', 'W4252663049', 'W1996796857', 'W7073561174', 'W2005937271', 'W1570504355', 'W2072433765', 'W1790990916']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2493343568,European Union Regulations on Algorithmic Decision Making and a “Right to Explanation”,2017,"['European union', 'Political science', 'Law and economics', 'Computer science', 'Management science', 'International trade', 'Business', 'Sociology', 'Economics']","['W3123985438', 'W2067516326', 'W6638208828', 'W2029584418', 'W2018633013', 'W4240261866', 'W2189632871', 'W2097246321', 'W1991486227', 'W2510508396', 'W2182425211', 'W2014352947', 'W6603045800', 'W2588180020', 'W2155141930', 'W162565672', 'W2140706932', 'W2963655793', 'W2312738617', 'W86985864', 'W3083241646', 'W3157172840', 'W4292157289', 'W814282759', 'W1988368118', 'W1819662813', 'W202799293', 'W1642522824', 'W4247511804', 'W2090949540', 'W158727920', 'W2230037342', 'W4253163777', 'W3122548859', 'W2613463286', 'W2529466265', 'W2606098549', 'W3123374861', 'W75733182', 'W3046920401']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2979906316,How artificial intelligence will change the future of marketing,2019,"['Extant taxon', 'Task (project management)', 'Computer science', 'Marketing', 'Marketing research', 'Knowledge management', 'Artificial intelligence', 'Data science', 'Business', 'Management', 'Economics', 'Evolutionary biology', 'Biology']","['W1519291674', 'W7014345165', 'W2097118035', 'W2777677018', 'W6793892045', 'W2069421814', 'W2035026282', 'W2077439344', 'W2751592856', 'W2026217192', 'W2953067313', 'W2616930404', 'W2968572135', 'W4382987554', 'W2344374141', 'W2795886109', 'W1494192115', 'W2083870950', 'W7034935042', 'W2165113252', 'W2167956560', 'W2786975500', 'W4233395253', 'W2122189188', 'W3124255990', 'W2786141192', 'W2899856450', 'W2140527237', 'W3097025078', 'W1977655452', 'W2073979665', 'W2919115771', 'W2173375361', 'W4232279720', 'W2064304167', 'W2942858056', 'W2396376945', 'W2521701804', 'W2495772237', 'W2941128398', 'W2126514505', 'W2145339207', 'W2067272183', 'W6772494849', 'W2101287419', 'W2166400110', 'W2801662919', 'W4211017739', 'W2255049589', 'W2912297199', 'W2019317293', 'W2065567595', 'W2914907363', 'W79676656', 'W2783479218', 'W3140501166', 'W1976529177', 'W2588026839', 'W2072919217', 'W2781265533', 'W2894528744', 'W2302086703', 'W1522880154', 'W38608931', 'W3114284325', 'W2091579301', 'W2981278614', 'W2065145736', 'W3153432393', 'W4297081765', 'W2808575263', 'W2992266610', 'W2998827830', 'W2106237303', 'W2973537858', 'W2523538043', 'W2895431599']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2029969606,Supply chain collaboration: Impact on collaborative advantage and firm performance,2010,"['Supply chain', 'Moderation', 'LISREL', 'Business', 'Leverage (statistics)', 'Industrial organization', 'Structural equation modeling', 'Survey data collection', 'Confirmatory factor analysis', 'Supply chain management', 'Knowledge management', 'Marketing', 'Computer science', 'Machine learning', 'Statistics', 'Mathematics', 'Service (business)']","['W2049848139', 'W2111368681', 'W2130487395', 'W2011375158', 'W3124536214', 'W2127721830', 'W4230067976', 'W3143057269', 'W1535700698', 'W2018201949', 'W2099941344', 'W2004586474', 'W6608327103', 'W2496408893', 'W1534608245', 'W1574731927', 'W2010983589', 'W2117286234', 'W4254434816', 'W1962360624', 'W2108795964', 'W1998854584', 'W4244411010', 'W17687229', 'W2092704709', 'W2064421148', 'W2041303432', 'W2120234343', 'W2030534018', 'W2003024419', 'W1991670833', 'W1967333344', 'W4246477977', 'W4388378509', 'W2029436077', 'W2042885012', 'W6604998213', 'W2059663374', 'W2142318226', 'W1996080515', 'W2054533457', 'W1639732820', 'W2065613005', 'W2139455113', 'W2057335196', 'W1970277358', 'W2062265701', 'W2089505290', 'W1654083282', 'W3125260632', 'W4233929802', 'W2149235755', 'W2075219207', 'W1599919350', 'W2059961961', 'W4254010957', 'W2160242843', 'W2039378687', 'W2121170510', 'W2034286232', 'W1985931376', 'W1482779785', 'W2098006196', 'W2121391934', 'W2059827070', 'W591862899', 'W2049925879', 'W2157124088', 'W2042008766', 'W2025336190', 'W2042738646', 'W2018164867', 'W1997070621', 'W2038473164', 'W2091808588', 'W2145616436', 'W1992263016', 'W2137321322', 'W1983314538', 'W2144197676', 'W4255303409', 'W1545004419', 'W2151410581', 'W1533396945', 'W2160178930', 'W2007225759', 'W2131994649', 'W2169855821', 'W2322544779', 'W2070854196', 'W2035759654', 'W1985973445', 'W2315084850', 'W2103686707', 'W2006408085', 'W4242457861', 'W4243891412', 'W1497947628', 'W2121164303', 'W1992879293', 'W4388148516', 'W2093651004', 'W2028155526', 'W2117176445', 'W2063846230', 'W2060353300', 'W2083867378', 'W2106096361', 'W2086110977', 'W6634024652', 'W1988065078', 'W2028104848', 'W4237803000', 'W2337019840', 'W2556815842', 'W1540876835', 'W2074048791', 'W2083619625', 'W2057117981', 'W2063365687', 'W2111901116', 'W2091183408', 'W2073737521', 'W2055078208', 'W2125650595', 'W2027597802', 'W2020686066', 'W1964316437', 'W1545340678', 'W2576819504', 'W2115821338', 'W2123709218', 'W1985579493', 'W1999216122', 'W1972323916', 'W3122799826', 'W1501821931', 'W2029882238', 'W2025793214', 'W351878132', 'W2017897883', 'W1989362746', 'W2067813228', 'W2158866291', 'W2083057820', 'W2143039788', 'W2140590715', 'W2130083470', 'W1571998446', 'W1500348874', 'W3124656542', 'W3016265253', 'W609295022', 'W2986921706', 'W2177895527', 'W4230530773', 'W1747608905', 'W122374401', 'W2118767413', 'W2019153062', 'W2145088050', 'W3023073054', 'W1481565978', 'W2327104519', 'W642993730', 'W2085056793', 'W1496243236', 'W3124940603', 'W1849923659', 'W2119955318', 'W4296217232', 'W204151997', 'W3015634246', 'W1523822849', 'W4237258474', 'W1566172004', 'W3124160953', 'W2231901771', 'W605436944', 'W610928163', 'W2027479612', 'W1513139631', 'W193727320', 'W2010453024', 'W4238034958', 'W2136811989', 'W2132081716', 'W1606566855', 'W627360888', 'W1991623719', 'W1595679721', 'W2061977616', 'W2013186838', 'W2335487254', 'W1520843661', 'W1559658649']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2123562234,Food consumption trends and drivers,2010,"['Nutrition transition', 'Consumption (sociology)', 'Agriculture', 'Urbanization', 'Obesity', 'Food systems', 'Business', 'Economic growth', 'Environmental health', 'Development economics', 'Natural resource economics', 'Food security', 'Economics', 'Biology', 'Medicine', 'Ecology', 'Overweight', 'Sociology', 'Social science', 'Endocrinology']","['W4298028655', 'W2155283282', 'W2069236894', 'W2130827812', 'W2055288585', 'W2148341875', 'W2155634899', 'W2130120184', 'W1988954149', 'W2163140439', 'W1561863145', 'W2147999582', 'W1965767422', 'W1998264276', 'W2140252048', 'W2050575662', 'W1952417360', 'W2052367508', 'W1573146888', 'W2123157832', 'W2147713559', 'W4253215822', 'W2149984035', 'W2147574533', 'W3121238515', 'W2159401107', 'W1993151010', 'W2095605749', 'W2117315546', 'W2087805309', 'W1988193527', 'W2091046994', 'W2122266551', 'W2137279786', 'W2081768880', 'W1577657160', 'W2113963766', 'W1941253218', 'W1977871765', 'W2504165253', 'W609341256', 'W1587632413', 'W2138771098', 'W2014114008', 'W2092493605', 'W2156488804', 'W3121368101', 'W4285719527', 'W2132986142', 'W2145704207']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2515300481,Big data analytics and firm performance: Effects of dynamic capabilities,2016,"['Conceptualization', 'Big data', 'Computer science', 'Dynamic capabilities', 'Data science', 'Business value', 'Analytics', 'Value (mathematics)', 'Knowledge management', 'Business analytics', 'Process (computing)', 'Resource (disambiguation)', 'Business model', 'Data mining', 'Business', 'Marketing', 'Electronic business', 'Artificial intelligence', 'Machine learning', 'Human capital', 'Economic growth', 'Economics', 'Computer network', 'Operating system']","['W2021778777', 'W2122912498', 'W2123192905', 'W2058599614', 'W6601173095', 'W2045449564', 'W3143057269', 'W2163544552', 'W1487531252', 'W2099941344', 'W6726625741', 'W2151169308', 'W2171635164', 'W1978795070', 'W6604938701', 'W2105823940', 'W6720628773', 'W2117203175', 'W2102010715', 'W2057643324', 'W4235678817', 'W1987258130', 'W2039952259', 'W2090649853', 'W2092317123', 'W2037238806', 'W6644637066', 'W6622248345', 'W1988050849', 'W6601313756', 'W2121818873', 'W2092121643', 'W2096425259', 'W102854459', 'W2055762284', 'W6697173452', 'W1982085675', 'W6623121123', 'W2155516490', 'W6602586656', 'W2156368517', 'W2006222843', 'W2154843660', 'W2058287127', 'W1526941025', 'W2150238850', 'W2159803430', 'W6603043666', 'W2119816321', 'W2038001094', 'W2016113211', 'W116282327', 'W6609220930', 'W2090552208', 'W2117617013', 'W2139719701', 'W2116305749', 'W86549844', 'W1569942118', 'W4285719527', 'W2293397519', 'W1978399955', 'W2481769138', 'W28554118', 'W120452329', 'W192152396', 'W4210992763', 'W1654046332', 'W1496243236', 'W2010453024', 'W143421182', 'W1494137514', 'W1487557448', 'W2574134800', 'W4240402692', 'W56723094', 'W1545460766', 'W2519340886', 'W31904560', 'W3015634246', 'W3123115705', 'W818559660', 'W119818611', 'W2107031757', 'W235499762', 'W1995945562', 'W2473432990', 'W2797062063', 'W752706763', 'W75987876']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2026318397,Access-Based Consumption: The Case of Car Sharing: Table 1.,2012,"['Consumption (sociology)', 'Business', 'Context (archaeology)', 'Sharing economy', 'Advertising', 'Marketing', 'Sociology', 'Computer science', 'Paleontology', 'Biology', 'World Wide Web', 'Social science']","['W1503000807', 'W2050780090', 'W4251651998', 'W2409692405', 'W2005126279', 'W4246333527', 'W2023846313', 'W2054347393', 'W2162049359', 'W6757216168', 'W2125803902', 'W3124373629', 'W1971983781', 'W2102215074', 'W2158003809', 'W2095981481', 'W6607863739', 'W2140163653', 'W2131928395', 'W2588155203', 'W6602668648', 'W2032335665', 'W2226396244', 'W2048473490', 'W2029337986', 'W2096010043', 'W2138425783', 'W4240860573', 'W4211074574', 'W2024974569', 'W2087826376', 'W4211068185', 'W2070950781', 'W1969824779', 'W2116812335', 'W2102719717', 'W2158680240', 'W4243139629', 'W7027370370', 'W2071028072', 'W2497572963', 'W2136875099', 'W4295126651', 'W2132663861', 'W2045612894', 'W2135856408', 'W858150877', 'W6790724243', 'W2125706233', 'W3125176222', 'W4255481675', 'W2039412225', 'W2117596558', 'W2015736368', 'W2323074043', 'W1969323423', 'W372580650', 'W1658908529', 'W2793710146', 'W2113583180', 'W2315353339', 'W646328161', 'W2033940782', 'W63756591', 'W193230322', 'W657941097', 'W2753514269', 'W2125897104', 'W3127809904', 'W2073270049', 'W4361804497', 'W1557661352', 'W2902277395', 'W1524461739', 'W409197520', 'W579338120', 'W2132425972', 'W2023115679', 'W3130383601', 'W2050942503', 'W268842253', 'W617711813']",Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
